Solution option name,Time taken to complete step,Cost of transaction fee,Cost of additional fee,Sender’s Currency,Sender’s country,Recipient’s currency,Recipient’s country,Transaction amount,Settled amount,Sender_id,Receiver_id,Transaction_id,Transacted at timestamp,Cost Ratio,Time Cost Interaction,Transaction Efficiency
ACH,43,14.4068102211695,2.7779240616615564,GBP,Canada,USD,Japan,5877.984849182839,5860.800114900007,S4727,R4727,T4727,2024-02-25 17:31:38.244275,0.002923575804252046,738.9435741617356,0.9970764241957479
Western Union,47,19.076468940915404,1.5018994032592712,CAD,Germany,CAD,Japan,2553.2690053956762,2532.6906370515017,S4728,R4728,T4728,2023-12-28 17:31:38.244276,0.008059616241252919,967.1833121762098,0.9919403837587472
PayPal,56,7.385239650077013,2.9172066539230843,CAD,USA,GBP,Japan,4680.3432840083415,4670.040837704341,S4729,R4729,T4729,2024-07-02 17:31:38.244278,0.0022012159533684617,576.9369930240055,0.9977987840466316
PayPal,59,16.527070535521567,1.1956169063404856,JPY,USA,CAD,Japan,9399.561511731561,9381.838824289698,S4730,R4730,T4730,2024-01-13 17:31:38.244279,0.001885480234343105,1045.6385590698612,0.9981145197656568
Western Union,48,14.1797257191744,3.371795149513636,EUR,Japan,EUR,Canada,6402.066091087956,6384.514570219268,S4731,R4731,T4731,2024-05-23 17:31:38.244281,0.002741540093302186,842.4730016970258,0.9972584599066978
PayPal,26,15.45393513025509,3.4553621254528046,EUR,Japan,USD,USA,3644.9642623251602,3626.0549650694525,S4732,R4732,T4732,2024-05-31 17:31:38.244282,0.0051877867366648634,491.64172864840526,0.9948122132633351
SWIFT,42,26.91057364123422,2.46408605311247,GBP,USA,USD,UK,7867.014753439338,7837.640093744992,S4733,R4733,T4733,2024-06-19 17:31:38.244284,0.0037339016914267943,1233.735707162561,0.9962660983085733
PayPal,38,19.60320406858972,0.7683409560630898,EUR,Japan,GBP,USA,3500.8886029278888,3480.517057903236,S4734,R4734,T4734,2024-04-28 17:31:38.244286,0.00581896407889572,774.1187109368067,0.9941810359211043
PayPal,59,11.538738658198803,3.9729683060847063,CAD,Germany,USD,Japan,6437.360276870055,6421.848569905771,S4735,R4735,T4735,2024-04-27 17:31:38.244287,0.0024096378479884525,915.190710892727,0.9975903621520115
Western Union,30,17.929478071964052,1.5050547340174985,GBP,Japan,CAD,USA,6443.741198360523,6424.306665554542,S4736,R4736,T4736,2024-03-26 17:31:38.244289,0.003016032489158048,583.0359841794465,0.996983967510842
PayPal,33,10.388246095369013,1.6159222305112635,EUR,Canada,GBP,Germany,6727.934233470723,6715.930065144842,S4737,R4737,T4737,2024-01-19 17:31:38.244290,0.0017842279530856406,396.1375547540491,0.9982157720469144
Western Union,24,17.850763581844724,3.70513108645149,EUR,Germany,CAD,USA,2517.6654997658475,2496.109605097551,S4738,R4738,T4738,2023-10-14 17:31:38.244292,0.008561858066649837,517.3414720391091,0.9914381419333501
PayPal,60,19.320368678996203,1.6826515461549822,CAD,Canada,GBP,UK,4567.381885094823,4546.378864869672,S4739,R4739,T4739,2024-06-18 17:31:38.244294,0.004598481308009817,1260.181213509071,0.9954015186919902
SWIFT,33,20.744020577284907,3.167775695094531,GBP,USA,GBP,UK,648.5210408726392,624.6092446002598,S4740,R4740,T4740,2024-04-19 17:31:38.244295,0.0368712728891635,789.0892769885214,0.9631287271108365
PayPal,68,9.410447365297745,2.476213068042849,EUR,UK,CAD,USA,517.8728730696319,505.98621263629127,S4741,R4741,T4741,2024-01-24 17:31:38.244297,0.022952853975308232,808.2929094671604,0.9770471460246918
ACH,47,11.207007350536415,3.4237587647113528,USD,Canada,EUR,Japan,4801.266552227037,4786.6357861117895,S4742,R4742,T4742,2024-04-06 17:31:38.244298,0.0030472722053853435,687.6460074166451,0.9969527277946146
Western Union,17,13.19651556830572,3.0956271158764768,EUR,Japan,EUR,UK,1854.9195263293439,1838.6273836451617,S4743,R4743,T4743,2024-02-28 17:31:38.244300,0.008783207278227498,276.9664256310973,0.9912167927217725
Western Union,33,15.748216189077281,2.429983845129919,CAD,Japan,EUR,Germany,9517.84768784962,9499.669487815414,S4744,R4744,T4744,2024-08-04 17:31:38.244301,0.001909906591320356,599.8806011288376,0.9980900934086797
PayPal,45,9.772738341938435,3.5225685552492827,JPY,USA,CAD,Germany,2115.014674405377,2101.719367508189,S4745,R4745,T4745,2023-12-24 17:31:38.244303,0.0062861534995853445,598.2888103734473,0.9937138465004146
Western Union,40,7.155507946122411,0.8882341368722148,EUR,Canada,GBP,Germany,7052.178906610253,7044.135164527258,S4746,R4746,T4746,2023-10-08 17:31:38.244304,0.0011406038033798245,321.74968331978505,0.9988593961966201
PayPal,45,13.81755404788931,1.5732401133275415,JPY,Canada,EUR,UK,4179.763748358826,4164.372954197609,S4747,R4747,T4747,2023-12-27 17:31:38.244306,0.003682216289679054,692.5857372547583,0.9963177837103209
SEPA,4,2.9794088516842594,1.6044290304079578,USD,UK,GBP,Germany,248.09146659292978,243.50762871083757,S4748,R4748,T4748,2023-10-22 17:31:38.244307,0.018476402856747228,18.335351528368868,0.9815235971432528
PayPal,56,12.069058302550264,0.9185373736769953,GBP,Canada,GBP,Germany,7838.54544893117,7825.5578532549425,S4749,R4749,T4749,2023-10-19 17:31:38.244309,0.0016568884827985774,727.3053578687266,0.9983431115172015
PayPal,45,7.588333615831501,1.933925170907654,USD,Germany,EUR,Japan,8555.252372852441,8545.730114065702,S4750,R4750,T4750,2024-01-23 17:31:38.244310,0.0011130307291641356,428.50164540326193,0.9988869692708359
Western Union,26,7.805492258926238,1.5684518032363444,EUR,Japan,CAD,UK,9122.089613671114,9112.715669608951,S4751,R4751,T4751,2023-12-08 17:31:38.244312,0.0010276092933919458,243.72254561622714,0.998972390706608
ACH,42,13.412023553377232,0.8465407738854249,EUR,Canada,JPY,Japan,2236.772188144494,2222.5136238172313,S4752,R4752,T4752,2024-05-20 17:31:38.244314,0.006374616245157623,598.8597017450315,0.9936253837548423
PayPal,24,12.242730793898879,3.4990891379185065,JPY,UK,EUR,Canada,345.07237884308495,329.3305589112676,S4753,R4753,T4753,2024-07-06 17:31:38.244315,0.04561889301193729,377.8036783636172,0.9543811069880628
PayPal,69,19.469138986173842,3.8868735741228995,JPY,Germany,EUR,USA,9311.93185853031,9288.575845970014,S4754,R4754,T4754,2023-11-12 17:31:38.244317,0.002508181214717672,1611.564866660475,0.9974918187852824
Western Union,25,7.8884739902400645,3.654977571767109,EUR,USA,EUR,Germany,6421.589387331194,6410.045935769187,S4755,R4755,T4755,2024-05-21 17:31:38.244318,0.001797600386094543,288.58628905017935,0.9982023996139054
SEPA,6,1.28805063383721,3.9027930929000956,JPY,Germany,JPY,UK,787.7460491395598,782.5552054128225,S4756,R4756,T4756,2023-09-29 17:31:38.244320,0.0065894887475566105,31.145062360423836,0.9934105112524434
Western Union,32,7.079246764764304,1.2139784424287314,GBP,Germany,EUR,Japan,5039.990484331172,5031.697259123979,S4757,R4757,T4757,2024-03-28 17:31:38.244321,0.001645484298626326,265.38320663017714,0.9983545157013737
PayPal,61,7.739074148868978,3.5273053631199236,CAD,Japan,JPY,Canada,9074.605888578062,9063.339509066072,S4758,R4758,T4758,2024-02-03 17:31:38.244323,0.0012415282437961918,687.249150231323,0.9987584717562037
PayPal,58,7.191312342096095,2.178078714616958,EUR,Canada,GBP,USA,1467.7179391007862,1458.3485480440731,S4759,R4759,T4759,2023-08-22 17:31:38.244324,0.006383645526914602,543.4246812893571,0.9936163544730854
Western Union,35,9.566584471955071,3.6110998555226783,JPY,Canada,GBP,UK,9684.935440195257,9671.757755867779,S4760,R4760,T4760,2024-07-18 17:31:38.244326,0.001360637291683596,461.2189514617212,0.9986393627083163
PayPal,46,17.615866222800847,2.503670142978858,EUR,Japan,CAD,UK,1499.4295763376797,1479.3100399719,S4761,R4761,T4761,2023-11-04 17:31:38.244327,0.01341812692191999,925.4986728258665,0.9865818730780801
PayPal,39,15.748250767009798,0.96242883369223,USD,Germany,GBP,Canada,5340.110148721112,5323.39946912041,S4762,R4762,T4762,2023-09-28 17:31:38.244329,0.003129276201297837,651.7165044273792,0.9968707237987022
SWIFT,49,21.58195837544475,1.3420578797488851,GBP,USA,EUR,UK,9129.521939332093,9106.597923076899,S4763,R4763,T4763,2024-03-27 17:31:38.244331,0.002510976632459983,1123.2767965044882,0.99748902336754
SEPA,11,2.0721348506052064,2.5847186274870126,JPY,UK,USD,Germany,3374.8528959153523,3370.19604243726,S4764,R4764,T4764,2024-06-14 17:31:38.244332,0.001379868581450912,51.22538825901441,0.9986201314185491
PayPal,38,13.91626618041089,2.7078289390885346,JPY,USA,JPY,Japan,6712.44266772894,6695.818572609441,S4765,R4765,T4765,2024-04-04 17:31:38.244334,0.002476608880314497,631.7156145409782,0.9975233911196855
Western Union,48,14.593371538269508,2.6863513507976298,USD,Germany,GBP,Japan,1811.7499185223592,1794.470195633292,S4766,R4766,T4766,2024-08-17 17:31:38.244336,0.009537587231222434,829.4266986752226,0.9904624127687776
SWIFT,40,26.30652681596854,2.8629635036112644,USD,USA,USD,Canada,5310.650896080503,5281.481405760924,S4767,R4767,T4767,2024-05-20 17:31:38.244337,0.005492639393997483,1166.779612783192,0.9945073606060026
Western Union,24,10.187423579801873,2.0971056824947167,CAD,Germany,GBP,USA,5017.902759994156,5005.6182307318595,S4768,R4768,T4768,2024-06-23 17:31:38.244339,0.0024481401593184514,294.8287022951182,0.9975518598406815
Western Union,64,18.841543408572942,1.74123390755696,JPY,UK,EUR,Japan,6001.498888992028,5980.916111675898,S4769,R4769,T4769,2024-01-16 17:31:38.244340,0.0034296061195450544,1317.2977482323138,0.996570393880455
PayPal,49,10.78612186714565,2.536474597269526,CAD,Canada,CAD,Germany,7298.094458749228,7284.771862284812,S4770,R4770,T4770,2024-03-02 17:31:38.244342,0.001825489727451191,652.8072267563437,0.9981745102725488
PayPal,24,15.277700121562761,0.8539003166513293,JPY,Japan,CAD,USA,5569.759961011942,5553.628360573728,S4771,R4771,T4771,2023-12-03 17:31:38.244343,0.0028962828831286327,387.1584105171381,0.9971037171168713
SEPA,12,2.738024790463361,3.7645657492400817,JPY,UK,USD,Germany,5140.267491456089,5133.764900916386,S4772,R4772,T4772,2024-04-26 17:31:38.244345,0.0012650296021582033,78.03108647644132,0.9987349703978419
ACH,55,14.425637016452228,2.4591081561799633,GBP,Canada,EUR,Japan,1670.7375459791594,1653.8528008065273,S4773,R4773,T4773,2023-12-19 17:31:38.244346,0.010106162522813628,928.6609844947704,0.9898938374771864
SEPA,2,4.837937563556665,2.4423146898488817,JPY,UK,CAD,Germany,1666.5421570136357,1659.2619047602302,S4774,R4774,T4774,2023-12-29 17:31:38.244348,0.004368477702629145,14.560504506811093,0.9956315222973708
PayPal,38,11.702163772071883,1.7281432654132025,CAD,Japan,GBP,Canada,6939.550676552469,6926.120369514983,S4775,R4775,T4775,2024-02-21 17:31:38.244349,0.0019353280440567641,510.35166742443323,0.9980646719559432
PayPal,22,17.899130098503214,3.242863881055592,USD,Germany,GBP,USA,9728.713694624166,9707.571700644607,S4776,R4776,T4776,2023-09-10 17:31:38.244351,0.0021731540924306695,465.1238675502937,0.9978268459075692
SEPA,7,1.3074409700542406,2.663064184701635,JPY,Germany,EUR,UK,4983.989478422566,4980.01897326781,S4777,R4777,T4777,2023-11-16 17:31:38.244353,0.0007966519937382656,27.79353608329113,0.9992033480062616
Western Union,21,12.16895671322464,1.6657507221905328,JPY,Japan,JPY,UK,8735.666492155688,8721.831784720272,S4778,R4778,T4778,2024-04-29 17:31:38.244354,0.0015837037102822366,290.5288561437186,0.9984162962897177
PayPal,11,7.9340873554882645,1.0188136207973315,USD,Japan,GBP,Germany,7060.735194721994,7051.782293745709,S4779,R4779,T4779,2024-03-06 17:31:38.244356,0.0012679842437623243,98.48191073914155,0.9987320157562377
Western Union,33,10.074736870981368,2.872920666710927,EUR,Canada,GBP,UK,5852.063044890153,5839.115387352461,S4780,R4780,T4780,2024-04-15 17:31:38.244357,0.00221249454053606,427.27269874384575,0.9977875054594639
SEPA,6,2.093482893014397,2.4481650606373213,USD,Germany,EUR,UK,1513.3856262560998,1508.843978302448,S4781,R4781,T4781,2024-08-16 17:31:38.244359,0.003000985257727806,27.249887721910312,0.9969990147422721
Western Union,53,13.5850846981997,1.0731569299646504,USD,Japan,EUR,Canada,8915.95643969157,8901.298198063407,S4782,R4782,T4782,2024-08-06 17:31:38.244360,0.00164404589987784,776.8868062927106,0.9983559541001222
Western Union,16,11.08993880814451,1.4221255729001725,USD,UK,CAD,Canada,1056.711043341777,1044.1989789607323,S4783,R4783,T4783,2023-11-13 17:31:38.244362,0.011840573125341937,200.19303009671492,0.9881594268746581
Western Union,61,19.012840801429864,2.6850525510634813,CAD,UK,EUR,USA,8718.331815228757,8696.633921876264,S4784,R4784,T4784,2023-12-02 17:31:38.244364,0.0024887666370523457,1323.571494502094,0.9975112333629477
Western Union,66,16.044399392836063,1.9315039937820044,USD,USA,JPY,Japan,1686.9850963820477,1669.0091929954297,S4785,R4785,T4785,2023-09-02 17:31:38.244365,0.01065563852648708,1186.4096235167924,0.9893443614735129
Western Union,66,11.145223677126726,2.024763172811107,JPY,USA,CAD,Germany,5141.610043046769,5128.4400561968305,S4786,R4786,T4786,2024-03-28 17:31:38.244367,0.0025614519070243764,869.219132095897,0.9974385480929756
SEPA,13,2.643993494728653,3.8161657783075578,EUR,Germany,USD,UK,2562.16179271709,2555.7016334440536,S4787,R4787,T4787,2024-01-15 17:31:38.244368,0.002521370543967647,83.98207054947075,0.9974786294560323
PayPal,43,15.120521828751155,2.3009702942566923,JPY,Canada,JPY,Germany,3141.085816727282,3123.664324604274,S4788,R4788,T4788,2024-02-10 17:31:38.244370,0.005546327970484874,749.1241612893375,0.9944536720295152
Western Union,69,8.741077356585976,0.9192060547494949,GBP,Canada,JPY,Germany,9247.41196834997,9237.751684938636,S4789,R4789,T4789,2023-09-14 17:31:38.244371,0.001044647242320185,666.5595553821474,0.9989553527576799
PayPal,20,12.194445083293749,1.9721983042605065,JPY,Canada,JPY,Germany,4900.990873106669,4886.824229719115,S4790,R4790,T4790,2024-06-27 17:31:38.244373,0.0028905671841364237,283.33286775108513,0.9971094328158635
PayPal,22,8.015367430017438,1.192942563073453,USD,Canada,EUR,USA,3487.867859243098,3478.659549250007,S4791,R4791,T4791,2024-04-07 17:31:38.244375,0.002640097149520219,202.58281984799962,0.9973599028504797
Western Union,46,14.242356482745878,2.639378108493247,JPY,USA,EUR,Germany,8682.061341929237,8665.179607337997,S4792,R4792,T4792,2023-12-02 17:31:38.244376,0.0019444385297890374,776.5597911969996,0.9980555614702109
Western Union,24,19.334528563558575,1.154563286520524,GBP,Germany,GBP,USA,4297.584740373765,4277.095648523687,S4793,R4793,T4793,2024-05-22 17:31:38.244378,0.004767582976920461,491.7382044018984,0.9952324170230796
Western Union,54,7.378346063321322,2.3183201618210947,CAD,USA,EUR,Germany,9442.324238837922,9432.62757261278,S4794,R4794,T4794,2023-09-01 17:31:38.244379,0.0010269363749719949,523.6199761576905,0.9989730636250281
ACH,55,14.34798549263492,3.1417138689785165,EUR,Canada,USD,Japan,2815.1080827653354,2797.618383403722,S4795,R4795,T4795,2024-04-13 17:31:38.244381,0.006212798531143061,961.933464888739,0.9937872014688569
Western Union,52,8.337670542210436,0.7266871354778031,EUR,Germany,USD,Canada,7301.308349394407,7292.2439917167185,S4796,R4796,T4796,2023-11-18 17:31:38.244382,0.001241470328867848,471.3465992397884,0.9987585296711321
Western Union,66,14.105308467180791,3.7859396683364626,JPY,Japan,GBP,Canada,9036.004092204936,9018.11284406942,S4797,R4797,T4797,2023-11-23 17:31:38.244384,0.0019799955769111972,1180.8223769441386,0.9980200044230889
PayPal,47,17.462956382620924,3.775846858218172,EUR,UK,USD,USA,9986.373983107404,9965.135179866564,S4798,R4798,T4798,2024-03-11 17:31:38.244385,0.002126778275755134,998.2237523194376,0.9978732217242448
SEPA,4,4.524537655792475,2.1300615135510235,JPY,Germany,EUR,UK,5152.913165208084,5146.25856603874,S4799,R4799,T4799,2023-12-01 17:31:38.244387,0.0012914246671716955,26.618396677373994,0.9987085753328282
SEPA,11,2.4067540114617985,3.6055453447346992,USD,UK,CAD,Germany,781.1540454808628,775.1417461246663,S4800,R4800,T4800,2024-06-04 17:31:38.244388,0.007696688496947419,66.13529291816147,0.9923033115030525
Western Union,37,15.671817393092722,3.1172589335960517,USD,UK,CAD,Canada,9218.400456095285,9199.611379768596,S4801,R4801,T4801,2024-06-13 17:31:38.244390,0.0020382143752786606,695.1958240874845,0.9979617856247213
PayPal,68,10.508672736225373,1.6488142912539883,CAD,Germany,JPY,Japan,8498.83831355221,8486.680826524731,S4802,R4802,T4802,2024-05-21 17:31:38.244391,0.0014304880948368065,826.7091178685965,0.9985695119051632
PayPal,52,18.205079952505614,2.7820867699455016,JPY,UK,EUR,USA,1369.797285170929,1348.8101184484779,S4803,R4803,T4803,2024-03-13 17:31:38.244393,0.015321366854535888,1091.332669567458,0.9846786331454641
SEPA,9,2.6442412657292915,3.50420070416086,JPY,Germany,USD,UK,4443.569341785116,4437.420899815226,S4804,R4804,T4804,2024-06-03 17:31:38.244395,0.0013836718855882951,55.33597772901136,0.9986163281144117
SEPA,9,3.671791443810894,1.0692899393468789,GBP,Germany,EUR,UK,4590.821990924024,4586.080909540867,S4805,R4805,T4805,2024-05-01 17:31:38.244396,0.0010327303895752895,42.669732448419964,0.9989672696104248
ACH,51,11.670643219376192,2.7880077441625866,USD,Canada,GBP,Japan,3960.078918812437,3945.6202678488985,S4806,R4806,T4806,2024-01-24 17:31:38.244398,0.0036511017229612914,737.3911991404777,0.9963488982770388
PayPal,35,16.266695092375436,2.5213625830484623,EUR,UK,JPY,USA,5798.815794435467,5780.027736760043,S4807,R4807,T4807,2024-03-09 17:31:38.244399,0.0032399818068807916,657.5820186398364,0.9967600181931192
PayPal,24,11.525044267322537,0.5662798538266866,JPY,Germany,GBP,Japan,8022.033982215802,8009.942658094653,S4808,R4808,T4808,2024-05-04 17:31:38.244401,0.00150726413624708,290.19177890758135,0.9984927358637529
PayPal,52,16.379100289210065,1.6485252136730253,EUR,Japan,EUR,USA,1533.2752176497454,1515.2475921468624,S4809,R4809,T4809,2024-01-13 17:31:38.244402,0.011757592697882659,937.4365261499207,0.9882424073021174
Western Union,42,18.04146114240453,1.973219437905186,EUR,Canada,EUR,UK,7951.155270146461,7931.140589566151,S4810,R4810,T4810,2024-05-29 17:31:38.244404,0.0025172040917698043,840.616584373008,0.9974827959082302
PayPal,65,16.12553910853772,3.665642453245982,JPY,Germany,USD,Japan,9727.09435422022,9707.303172658436,S4811,R4811,T4811,2024-02-20 17:31:38.244405,0.00203464476040546,1286.4268015159407,0.9979653552395945
PayPal,14,16.10558271295708,2.9979348076308363,USD,USA,EUR,Germany,605.7480200058405,586.6445024852526,S4812,R4812,T4812,2023-10-03 17:31:38.244407,0.03153706968848817,267.4492452882308,0.9684629303115118
PayPal,46,9.983082967435152,2.5271822912347828,EUR,Germany,EUR,Canada,8082.43634759572,8069.92608233705,S4813,R4813,T4813,2024-05-11 17:31:38.244408,0.0015478334403946604,575.472201898817,0.9984521665596053
PayPal,59,19.780496361829663,2.12824786961326,USD,USA,CAD,Germany,7420.317521862431,7398.408777630988,S4814,R4814,T4814,2023-12-04 17:31:38.244410,0.002952534600695097,1292.6159096551326,0.9970474653993049
Western Union,68,19.14448650670611,3.678694188103064,GBP,Canada,JPY,UK,8182.757240275796,8159.934059580987,S4815,R4815,T4815,2024-01-05 17:31:38.244411,0.0027891797379094594,1551.976287247024,0.9972108202620906
Western Union,12,7.862601883663357,3.2060052115504365,GBP,Germany,GBP,USA,7208.564653692783,7197.496046597569,S4816,R4816,T4816,2024-04-14 17:31:38.244413,0.0015354800333993812,132.82328514256554,0.9984645199666006
PayPal,34,10.839797989434935,3.5180534627185103,JPY,Germany,GBP,Japan,4340.054788834221,4325.6969373820675,S4817,R4817,T4817,2023-09-07 17:31:38.244415,0.0033082189397913337,488.16694937321716,0.9966917810602087
PayPal,41,13.8144449265139,3.262698580589241,USD,Canada,EUR,UK,4433.491912374103,4416.414768867,S4818,R4818,T4818,2023-12-30 17:31:38.244416,0.0038518494777085212,700.1628837912288,0.9961481505222916
SWIFT,30,25.27967992598861,0.5992581057458976,JPY,USA,EUR,UK,3778.4010217322066,3752.522083700472,S4819,R4819,T4819,2024-07-11 17:31:38.244418,0.006849177173859199,776.3681409520352,0.9931508228261409
PayPal,36,19.111970837642005,1.2990082319490797,EUR,Japan,JPY,Canada,4315.201511111879,4294.790532042288,S4820,R4820,T4820,2023-10-30 17:31:38.244419,0.004730017594087252,734.7952465052791,0.9952699824059127
SWIFT,43,22.435646178390623,3.242505972877967,GBP,USA,CAD,Canada,4535.032224916918,4509.354072765649,S4821,R4821,T4821,2024-07-20 17:31:38.244421,0.005662176336958448,1104.1605425045495,0.9943378236630416
PayPal,27,14.993656303941497,1.4076132954664027,EUR,USA,GBP,Japan,3904.7714651099104,3888.3701955105025,S4822,R4822,T4822,2024-06-28 17:31:38.244422,0.004200314857337302,442.8342791840133,0.9957996851426627
PayPal,29,9.774249886445682,1.3839940516887435,CAD,Japan,GBP,Canada,6554.602979507781,6543.444735569647,S4823,R4823,T4823,2023-12-11 17:31:38.244424,0.0017023523732893361,323.5890742058983,0.9982976476267107
PayPal,47,18.833530227119542,0.9753273526716495,USD,Canada,EUR,Germany,7262.999528963601,7243.19067138381,S4824,R4824,T4824,2023-11-26 17:31:38.244425,0.0027273659458185084,931.016306250186,0.9972726340541815
SWIFT,37,25.66444049428472,0.9574608569509417,USD,USA,CAD,Canada,2343.835357590951,2317.2134562397155,S4825,R4825,T4825,2023-12-18 17:31:38.244427,0.011358264250522391,985.0103499957195,0.9886417357494777
PayPal,34,16.49209306296305,3.453002677206889,EUR,UK,CAD,Canada,5622.950104836121,5603.005009095951,S4826,R4826,T4826,2024-04-27 17:31:38.244428,0.003547087448458025,678.133255165778,0.996452912551542
Western Union,42,9.123963500962976,1.6051505873588372,USD,UK,USD,Canada,5087.9406252402805,5077.211511151959,S4827,R4827,T4827,2024-06-25 17:31:38.244430,0.0021087341379529413,450.62279170951615,0.9978912658620471
PayPal,56,15.702367889052658,1.0197746149191085,CAD,Germany,EUR,Japan,5071.093995910498,5054.3718534065265,S4828,R4828,T4828,2024-02-04 17:31:38.244431,0.0032975414215270058,936.439980222419,0.9967024585784731
Western Union,42,10.392595023759966,2.6958024223453316,EUR,Germany,USD,USA,6191.503798869291,6178.415401423186,S4829,R4829,T4829,2024-04-02 17:31:38.244433,0.0021139286789253905,549.7126927364225,0.9978860713210747
Western Union,64,9.24248778026636,2.1705332442104037,GBP,Japan,USD,UK,3989.290079614046,3977.8770585895695,S4830,R4830,T4830,2024-04-27 17:31:38.244434,0.002860915299892392,730.4333455665129,0.9971390847001076
SWIFT,37,29.90192093933863,3.2742156495091046,GBP,USA,CAD,UK,8217.773800682815,8184.597664093967,S4831,R4831,T4831,2024-02-13 17:31:38.244436,0.004037119710704513,1227.5170537873662,0.9959628802892955
SWIFT,44,21.178614923782536,0.6813634496376886,CAD,USA,USD,Canada,5415.8386214179145,5393.978643044495,S4832,R4832,T4832,2024-01-10 17:31:38.244437,0.004036305344655393,961.8390484304899,0.9959636946553447
Western Union,25,19.815925472309182,0.9826324415488752,USD,Japan,USD,Canada,771.4935105565132,750.6949526426552,S4833,R4833,T4833,2023-10-11 17:31:38.244439,0.026958824188754504,519.9639478464514,0.9730411758112455
Western Union,47,18.56440806489367,2.14772593871005,CAD,Germany,JPY,Japan,7708.27721724789,7687.565083244286,S4834,R4834,T4834,2024-08-12 17:31:38.244441,0.0026869991075643535,973.4702981693748,0.9973130008924357
PayPal,64,18.68302594315407,2.855370829734815,JPY,Japan,EUR,Germany,5460.7408817528,5439.202484979912,S4835,R4835,T4835,2023-12-16 17:31:38.244442,0.003944226111306612,1378.4573934648888,0.9960557738886935
ACH,55,14.352211078206885,0.9032653725864969,CAD,Canada,CAD,Japan,9984.17446633229,9968.918989881497,S4836,R4836,T4836,2023-10-24 17:31:38.244444,0.001527965732393448,839.051204793636,0.9984720342676066
Western Union,55,8.534076635552577,2.589998220767936,JPY,UK,USD,USA,1074.4245903368364,1063.300515480516,S4837,R4837,T4837,2024-04-06 17:31:38.244445,0.010353518484562113,611.8241170976281,0.9896464815154379
Western Union,21,10.581281149815124,2.054330027400587,EUR,UK,GBP,USA,1095.5090746712544,1082.8734634940388,S4838,R4838,T4838,2023-10-31 17:31:38.244447,0.011534008680856857,265.3478347215299,0.9884659913191431
Western Union,56,10.038695942027617,2.263122413068408,JPY,Canada,GBP,USA,2268.644136004167,2256.342317649071,S4839,R4839,T4839,2023-09-02 17:31:38.244448,0.005422542107799946,688.9018278853773,0.9945774578922
Western Union,37,19.18251249726532,1.91886154103106,EUR,USA,GBP,Germany,6609.83139854031,6588.730024502014,S4840,R4840,T4840,2024-08-05 17:31:38.244450,0.0031924224334914696,780.7508394169661,0.9968075775665086
SEPA,12,2.156660243950939,2.901236938552277,GBP,Germany,CAD,UK,5580.292926170377,5575.235028987873,S4841,R4841,T4841,2024-07-16 17:31:38.244451,0.0009063856054550047,60.6947661900386,0.9990936143945449
PayPal,43,10.377612656138755,3.469516381867635,EUR,Canada,CAD,USA,2405.788743715025,2391.9416146770186,S4842,R4842,T4842,2023-09-16 17:31:38.244453,0.005755754354650284,595.4265486342748,0.9942442456453499
SWIFT,45,25.937939429210772,2.447695282412299,EUR,USA,GBP,UK,8051.073407898828,8022.687773187205,S4843,R4843,T4843,2024-08-11 17:31:38.244454,0.003525695677271332,1277.3535620230382,0.9964743043227287
SWIFT,47,24.951498536605243,3.3444202968220997,USD,USA,USD,UK,8513.97843977224,8485.682520938812,S4844,R4844,T4844,2024-07-13 17:31:38.244456,0.0033234661132386305,1329.908185171085,0.9966765338867613
Western Union,15,8.611833686142775,3.782210913411374,EUR,UK,USD,Japan,8055.317347463252,8042.923302863698,S4845,R4845,T4845,2024-01-04 17:31:38.244457,0.0015386165516442665,185.91066899331224,0.9984613834483558
Western Union,53,10.882945382289435,2.683465694882156,JPY,Japan,EUR,USA,5342.844941772797,5329.278530695626,S4846,R4846,T4846,2024-01-10 17:31:38.244459,0.0025391736471899466,719.0197870900943,0.9974608263528101
Western Union,19,10.487616762665276,1.0512802333742424,EUR,Japan,GBP,Germany,4914.370322714617,4902.8314257185775,S4847,R4847,T4847,2024-08-02 17:31:38.244460,0.002347990940508859,219.23904292475086,0.9976520090594911
SEPA,5,3.564646578457046,3.779810871410467,CAD,Germany,CAD,UK,9234.72438912827,9227.379931678402,S4848,R4848,T4848,2023-10-20 17:31:38.244462,0.0007953087867477555,36.72228724933756,0.9992046912132522
Western Union,54,19.85384412149299,1.0989256778911762,CAD,USA,EUR,Germany,214.9341600566467,193.98139025726255,S4849,R4849,T4849,2023-10-05 17:31:38.244463,0.09748459618453384,1131.449569166745,0.9025154038154662
SEPA,1,2.837668673410427,3.8711573718726955,EUR,UK,EUR,Germany,2298.051305590267,2291.3424795449837,S4850,R4850,T4850,2023-11-15 17:31:38.244465,0.002919354336851902,6.708826045283122,0.997080645663148
Western Union,40,18.54248691494083,3.5240305101160745,EUR,USA,USD,Germany,3522.640598446995,3500.574081021938,S4851,R4851,T4851,2024-03-02 17:31:38.244467,0.0062641977824207315,882.6606970022762,0.9937358022175792
Western Union,32,19.60756153398562,1.52761587389299,JPY,Japan,CAD,Germany,6404.304181723815,6383.169004315937,S4852,R4852,T4852,2024-03-20 17:31:38.244468,0.003300152024039208,676.3256770521156,0.9966998479759608
